gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulation
PPP3R2,-0.207944419807834,0.430290814196242,-2.3323411464025,0.020096449286441,0.0262990570908981,-5.61843714630607,NS
IFNA2,-0.0312176398127618,0.0121695198329854,-2.26657609740292,0.0238615296039891,0.0309291771495522,-5.76823329260256,NS
CHUK,-0.126669721606286,9.8184739039666,-2.26552561360584,0.0239263445873895,0.0309291771495522,-5.77059203242612,NS
CALM1,0.11447474747477,12.9248225469729,2.25824952400679,0.0243794992631035,0.0313239626895632,-5.78690026886541,NS
NCF2,0.327999901453559,8.1265490605428,2.2041710095981,0.0279875720119668,0.0357431642562467,-5.90650118306377,NS
CYBA,0.361907637349102,10.329260960334,2.1455047329306,0.0324149715332796,0.0411495447009298,-6.03303265226531,NS
ICAM1,0.325310002463668,11.5387223382046,2.12430687401223,0.0341565377053846,0.0431022975806043,-6.07792882010502,NS
PPP3R1,0.0935964523281392,11.1589206680585,2.03247783416736,0.0426567139680111,0.0535101974036589,-6.26736167717842,NS
RAP1B,-0.0882862774082671,11.765260960334,-2.00645981048013,0.0453691030360522,0.0565779402567239,-6.31953906923525,NS
IFNA1,-0.0323118009361912,0.0166175365344468,-1.9269298879,0.0545798574738069,0.067666256049398,-6.47493032117409,NS
CXCL1,-0.604541783690562,5.94412463465553,-1.91501229785901,0.0560866934202917,0.0691301104947782,-6.49768384308234,NS
TNFRSF10A,-0.19984405025868,7.74695824634656,-1.90886353698566,0.0568775236815397,0.0696996243958753,-6.50936840242039,NS
IFNA17,-0.0243449125400345,0.0113912317327766,-1.76490637998796,0.0782170349760821,0.0952989161777552,-6.7723432562303,NS
CYP2J2,-0.269089800443469,11.2384780793319,-1.7286295224846,0.0845203507982225,0.102390367824132,-6.83540475370904,NS
NFKB1,-0.124523700418804,10.3614634655532,-1.69681879410975,0.0903809137530259,0.108867918838872,-6.88963725395214,NS
CASP3,-0.107550603596934,10.0287933194155,-1.68143144035182,0.0933313173170255,0.111786662549206,-6.91551347071657,NS
PLCB4,0.278584035476718,4.87139039665971,1.67450942536591,0.0946838076500716,0.112769478774243,-6.92707830732805,NS
NFATC3,0.122765114560252,10.0017181628392,1.62979645110622,0.103802259745993,0.122938989196372,-7.00064271774796,NS
IFNA8,-0.0143,0.0032839248434238,-1.61732356120671,0.10646711735522,0.125394604885037,-7.0208127454302,NS
PIK3R3,-0.0140727272727273,0.00323173277661795,-1.61138162550754,0.107755613910827,0.126210995298869,-7.03036760578802,NS
NLRP3,0.233284947031285,5.26322129436326,1.56668859290604,0.117848416646564,0.137273979830063,-7.10112066262678,NS
IFNA21,-0.049870140428677,0.0660459290187891,-1.47537059277658,0.14077028594628,0.163078145467822,-7.23955819781932,NS
TICAM1,0.108815545700933,10.1628538622129,1.42908716415756,0.153631333907996,0.177010015154865,-7.30657862225773,NS
IFNB1,0.0607374969204237,0.129216701461378,1.32795726139221,0.184824999662331,0.211799459072509,-7.445646463822,NS
TICAM2,0.155387570830257,7.29512630480167,1.31021966264571,0.190750007884939,0.217413987481759,-7.46899436397246,NS
RXRG,0.338416678984971,3.82149185803758,1.28075689096516,0.200899372459759,0.227757577334058,-7.50708718527647,NS
IFNA6,-0.0189647203744765,0.0145540709812109,-1.24371501940917,0.214213111738685,0.24155946642873,-7.55375822023796,NS
